uid,gender,status,statusUpdatedAt,statusPrevious,age,areaCode,state,recurrence,activation date,end portability date,current package
XnlpdiswQLelbt8cAfkUka19bEw2,masculino,active,3/3/2021,processingSubscription,24,19,SP,weekly,9/16/2020,,customPackage
XoMYgS521UOPMbfsZIOzWmUpiG13,feminino,active,3/5/2021,processingSubscription,22,11,SP,weekly,12/11/2020,12/16/2020,customPackage
Xob8kEC13gPQeUgo6ai02B6s0Fi1,masculino,active,2/20/2021,processingSubscription,33,17,SP,monthly,1/20/2021,,customPackage
XpJ7eYtggoVfs2cipCwtDQjapc83,masculino,active,2/13/2021,processingSubscription,34,11,SP,monthly,1/6/2021,,customPackage
Xpj4McSRfLNWpo3OMu0PWseMSf22,masculino,canceled,3/3/2021,cancelRequested,29,11,SP,weekly,9/3/2020,9/14/2020,customPackage
XqZujgOlSuV49T9CrcR9k1GxQ2T2,masculino,active,3/4/2021,processingSubscription,32,11,SP,weekly,11/19/2020,,customPackage
XqxGScW6jKWaLRBRcLUc4PTwDjv2,feminino,active,2/22/2021,processingSubscription,54,11,SP,monthly,1/22/2021,2/25/2021,customPackage
XrQKFf0vc0YvSjrp3Yuf2j9PA723,masculino,active,2/27/2021,processingSubscription,33,22,RJ,monthly,1/27/2021,2/4/2021,madePackage-1
XrXY5CBHwsOcpbLZSzaxKNbejO53,masculino,active,3/2/2021,activationComplete,28,31,MG,monthly,3/2/2021,,customPackage
Xt1MyAwum1WCisHRyjQ7twCGEN03,masculino,active,2/14/2021,processingSubscription,20,11,SP,monthly,12/15/2020,,customPackage
XtYSV8MDpCezC2riHwtq6PHnpzz1,masculino,active,2/15/2021,processingSubscription,53,11,SP,monthly,6/12/2020,6/18/2020,customPackage
XvALGLmPapSn1JazRVNH95sSMDm2,feminino,active,3/5/2021,processingSubscription,28,11,SP,monthly,7/5/2020,7/9/2020,madePackage-1
XvrvFdAg8nezZgO16vSo802uD8T2,masculino,paused,12/17/2020,paymentFailedSubscription,24,19,SP,weekly,11/30/2020,,customPackage
Xw6Y2dbAGIMXkLgIWN4aM6JyCwx2,masculino,active,3/5/2021,processingSubscription,25,11,SP,monthly,11/19/2020,11/24/2020,customPackage
XwIWzVpRL5NqknM1OICWB4IgjTi1,masculino,active,2/17/2021,processingSubscription,26,62,GO,monthly,12/17/2020,12/22/2020,customPackage
XwL8ms06sMcP6DsiN4GMnNndVxB3,feminino,active,3/4/2021,processingSubscription,27,11,SP,monthly,11/4/2020,,customPackage
XwRMQFxaUvRLDlpiwaNA9etDxlI2,masculino,canceled,12/18/2020,cancelRequested,24,11,SP,weekly,8/6/2020,8/31/2020,customPackage
XwzFrEFyvsbzB2ahmLztgwmDjZ23,masculino,canceled,12/31/2020,cancelRequested,34,11,SP,weekly,9/9/2020,,customPackage
Xx39Hsv9m0ZVX1vFSxsCqKoOZgl1,masculino,active,2/13/2021,processingSubscription,32,16,SP,monthly,11/13/2020,11/18/2020,customPackage
XxEojwxOHof6CaWEMKAYMKQhOvm2,masculino,active,3/5/2021,processingSubscription,26,11,SP,monthly,2/5/2021,2/10/2021,customPackage
XxRnj5Ujy8g65PlHsI1bEkl46oB3,feminino,paused,12/17/2020,paymentFailedSubscription,21,61,DF,weekly,12/7/2020,,customPackage
Xxa0sRCYeVZiSp4qMg78UFvXpQD3,feminino,active,2/10/2021,processingSubscription,45,19,SP,monthly,12/10/2020,12/15/2020,customPackage
XyhsPO2H6Rf93TVbh8rGfZdYoLJ2,prefiro não dizer,canceled,12/18/2020,cancelRequested,24,11,SP,weekly,7/22/2020,,customPackage
XyxLrsmqkDYifwdZaUZtdKkw8ma2,masculino,active,3/5/2021,processingSubscription,21,16,SP,monthly,9/28/2020,10/1/2020,customPackage
Xzyk1cF8BvPaOAxvNZNTi9CLxQJ3,masculino,paused,1/8/2021,paused,25,15,SP,weekly,8/5/2020,,customPackage
Y1BgGfDzTSav1oDh8CzoTtwEr3g1,masculino,canceled,12/18/2020,cancelRequested,26,62,GO,monthly,11/6/2020,11/11/2020,customPackage
Y1FQv0EMZMfcX2MzBjesi8VeZh92,masculino,active,2/26/2021,paused,33,16,SP,monthly,11/21/2020,11/25/2020,customPackage
Y1vHVfxRRZOvC8G0BzMvcoBY9PA3,masculino,paused,1/18/2021,active,26,19,SP,monthly,10/19/2020,,customPackage
Y3EEWNAr1khDBsmmonh37KQR5RU2,masculino,paused,1/5/2021,active,21,14,SP,monthly,11/5/2020,,customPackage
Y3uh7Z1zfnWg2G2uURwJ5lh8Ddi1,feminino,active,2/12/2021,processingSubscription,26,11,SP,monthly,1/11/2021,1/14/2021,madePackage-0
Y5PuGVt8hycPQCc5wtNvSv9G1z62,masculino,active,2/22/2021,activationComplete,22,41,PR,monthly,2/22/2021,2/25/2021,customPackage
Y6u6YeMxGmOEf3o8qQGjSQvv1pM2,masculino,canceled,12/23/2020,cancelRequested,28,11,SP,weekly,8/10/2020,,customPackage
Y800HiocaceG2LAMOw6bI07jL1E3,feminino,active,3/4/2021,processingSubscription,21,11,SP,weekly,8/26/2020,8/31/2020,customPackage
Y8aT68caSgXvRghJ5cmXNnHiWy53,masculino,canceled,2/25/2021,cancelRequested,22,62,GO,weekly,11/4/2020,,customPackage
Y9L3KPcg66U6WInDxbOM33lQ9RT2,feminino,cancelRequested,2/27/2021,paused,33,11,SP,weekly,10/19/2020,,customPackage
YB63tjedM5TpKorjSLRO0JNCELf2,masculino,canceled,12/18/2020,cancelRequested,26,19,SP,weekly,7/28/2020,,customPackage
YB7yJ4AwiyU5DPpnOCVATTYMZQz1,masculino,paymentFailedSubscription,3/8/2021,active,22,11,SP,weekly,11/20/2020,,customPackage
YCLaanynV9QR77xAWe0iFzPsYmo1,feminino,paused,12/17/2020,paymentFailedSubscription,26,61,GO,monthly,11/14/2020,,customPackage
YCvPUVINzNhFHOB8jYmhPs0IiPY2,feminino,active,2/24/2021,processingSubscription,22,11,SP,monthly,7/2/2020,7/9/2020,madePackage-0
YE7QFsGLQFY8Q6hRsAqWavAZ0x83,masculino,active,2/25/2021,processingSubscription,22,11,SP,monthly,7/8/2020,,customPackage
YEZbJFZk72RgqY7i2WQzO6KuoZ13,masculino,paused,3/6/2021,paymentFailedSubscription,18,16,SP,weekly,8/31/2020,,customPackage
YEymIBuwkOT0YeIhrGBGOd3wzTT2,masculino,canceled,2/2/2021,cancelRequested,26,11,SP,weekly,9/18/2020,9/18/2020,customPackage
YFWmuUHykNUYyX1ys6QyEFAmSHx1,prefiro não dizer,active,3/2/2021,processingSubscription,21,11,SP,weekly,6/30/2020,7/3/2020,customPackage
YGyApYMWksTaSY7aWhUTr5E2U573,feminino,active,3/2/2021,processingSubscription,47,12,SP,weekly,1/19/2021,1/22/2021,customPackage
YHXkRSrNM8ZmtGokoWg0VvZCLaF2,masculino,active,2/28/2021,processingSubscription,45,19,SP,monthly,1/29/2021,2/3/2021,madePackage-0
YI9XgHNlwyVnzScsWWroroDqk2q2,feminino,active,3/7/2021,processingSubscription,23,11,SP,monthly,1/7/2021,1/12/2021,customPackage
YICr7bkHWrXQhfwZje2iaItvupg2,masculino,active,3/5/2021,processingSubscription,22,11,SP,weekly,8/17/2020,,customPackage
YIMqB4tzhVPb5sFVV6NA50F4TaV2,masculino,canceled,12/18/2020,cancelRequested,37,19,SP,weekly,9/11/2020,,customPackage
YIf1OT3ANQes2FybUek37brHhiz1,masculino,paused,1/21/2021,paymentFailedSubscription,21,11,SP,weekly,10/6/2020,1/13/2021,customPackage
YJAdXGhwNxOGMAWFiLh3BxBTAyj1,feminino,active,2/19/2021,activationComplete,30,34,MG,monthly,2/19/2021,,madePackage-0
YJjtAFkheAN55QYpVZBcyex8Oqi1,feminino,canceled,12/18/2020,cancelRequested,19,16,SP,monthly,10/10/2020,,customPackage
YK0qgg5cy2dRxKMQBcLe4gGXKrX2,masculino,canceled,1/22/2021,cancelRequested,21,11,SP,weekly,7/10/2020,7/15/2020,customPackage
YLUMSeSi4fVZbBIAhhrfzjIhIPs1,masculino,paused,12/21/2020,active,34,15,SP,weekly,10/25/2020,,customPackage
YLYW24RUcFVFHLS1Y72HR4hgbDj1,feminino,canceled,2/18/2021,cancelRequested,28,11,SP,weekly,7/23/2020,7/27/2020,customPackage
YMn06UERrXZ71InQElApag5YDdg2,masculino,active,2/28/2021,processingSubscription,33,11,SP,monthly,8/19/2020,8/22/2020,madePackage-1
YNMqDQlEhAhdDiG8gD31dfEwqei1,feminino,paused,1/12/2021,paymentFailedSubscription,21,62,GO,monthly,12/10/2020,,customPackage
YNbdarYrXEdTS8iZyKgRJDNdbZa2,feminino,canceled,1/20/2021,cancelRequested,19,11,SP,weekly,12/17/2020,,customPackage
YNpBsLH2WgfYEk7mxmZ4gwTqNXa2,masculino,active,3/2/2021,processingSubscription,26,16,SP,weekly,10/20/2020,10/23/2020,customPackage
YOhwWK43IkZt8vqwOwMUa3imQjN2,masculino,cancelRequested,3/3/2021,paused,20,62,GO,monthly,11/3/2020,,customPackage
YOmdjBLSVKfCgTqvyGrH1sSQ4PU2,masculino,canceled,12/18/2020,cancelRequested,19,16,SP,weekly,9/3/2020,,customPackage
YOq1jefs45aNPMSe0pcqZ8oTCtM2,feminino,cancelRequested,2/25/2021,paused,22,18,SP,weekly,11/18/2020,,customPackage
YP4A8FX7oMdh3lE2iIcwqdWT1nN2,masculino,canceled,1/5/2021,cancelRequested,20,11,SP,weekly,9/29/2020,,customPackage
YPvSevHeFigNNULQhmCQBMdqDP93,masculino,paymentFailedSubscription,3/8/2021,active,26,11,SP,monthly,1/8/2021,,customPackage
YQhr2gYYqfgLDM2bCUnrWpaiUF63,masculino,active,3/4/2021,processingSubscription,23,19,SP,weekly,9/24/2020,,customPackage
YR0eL9m5NwbkfwBjpofdGc0CDvH3,masculino,paused,1/31/2021,paymentFailedSubscription,28,19,SP,monthly,11/13/2020,,customPackage
YSYEVjeAjaWaisNhibRl9HWtTRf2,feminino,cancelRequested,2/24/2021,canceled,28,11,SP,weekly,8/3/2020,,customPackage
YTn3hY5rZCOaojkriisiT1qO7oF2,prefiro não dizer,canceled,12/18/2020,cancelRequested,24,11,SP,weekly,7/20/2020,,customPackage
YVYFqgZ4e9fn8yOGkN4QC7noET93,feminino,paused,12/25/2020,paymentFailedSubscription,29,18,SP,monthly,11/22/2020,,customPackage
YVaewcdtYfRmAgZZiflvDNkprRD2,masculino,canceled,12/18/2020,cancelRequested,29,13,SP,weekly,9/30/2020,,customPackage
YWOE2HIfLYaU6xIpRv8oKMgIT663,masculino,canceled,12/18/2020,cancelRequested,18,14,SP,weekly,11/11/2020,11/14/2020,customPackage
YWhVNQ6AsPfj8uYRt4pjJH63Rrz1,masculino,paused,12/27/2020,paymentFailedSubscription,31,16,SP,weekly,9/3/2020,10/30/2020,customPackage
YWyimskcA4Z2esBxHJlrPbfwZ5O2,feminino,canceled,1/3/2021,cancelRequested,41,12,SP,weekly,8/31/2020,9/3/2020,customPackage
YX30uLMMmWcbwAqubPodqGSQm1H2,feminino,active,2/25/2021,processingSubscription,35,44,PR,monthly,1/25/2021,1/28/2021,customPackage
YXBXjnNKxZf2Tb4QyzhPhxEhk2Y2,masculino,active,3/3/2021,processingSubscription,76,31,MG,monthly,2/3/2021,2/8/2021,customPackage
YXVuSUUxhZZfScK1UXzoKTmXMXG2,masculino,active,3/6/2021,activationComplete,29,12,SP,monthly,3/6/2021,,madePackage-2
YXb0fWw7i7ZfAWDrFbbdhsNjz673,masculino,active,2/22/2021,processingSubscription,21,11,SP,monthly,10/22/2020,10/27/2020,customPackage
YY9I2NmPsSbkPb4rtrmIGoqir1H3,prefiro não dizer,active,2/25/2021,processingSubscription,31,41,PR,monthly,1/25/2021,1/28/2021,customPackage
YZBiIMzCgBSPzd3kvMA00jrtgAv2,não binário,active,3/7/2021,activation,20,31,MG,monthly,3/7/2021,,madePackage-1
YZCnlHBzh5UZwXffGN6IJ9cyCS83,masculino,active,2/27/2021,paused,24,19,SP,monthly,11/20/2020,,customPackage
YZzCr2Jxe2Xqx6kfOBQ8yEBO4xu1,feminino,active,2/26/2021,processingSubscription,26,17,SP,monthly,12/26/2020,12/30/2020,customPackage
Ya7ZZYWQdKZ9XcVzRd6Rj352uL73,feminino,active,2/12/2021,paused,51,12,SP,monthly,11/23/2020,11/26/2020,customPackage
Ya96mynJwGQOOoUIbs8giDnY4SE2,masculino,canceled,12/18/2020,cancelRequested,36,18,SP,weekly,8/6/2020,,customPackage
YaOIBEQZD8ULWAaWpFX5pTsW2iV2,feminino,active,3/5/2021,processingSubscription,23,11,SP,weekly,6/26/2020,,customPackage
Yb0j7rGHFdVRm709QlzjfEnqNdS2,masculino,canceled,12/18/2020,cancelRequested,18,11,SP,weekly,10/26/2020,,customPackage
YbFeIUarnTawAHq0tUhYskvXKI52,masculino,active,3/2/2021,processingSubscription,36,11,SP,monthly,11/2/2020,,customPackage
YbWyfHhyWCMNDtVuWKALK97w5d52,masculino,paused,12/19/2020,paymentFailedSubscription,23,61,DF,weekly,12/9/2020,,customPackage
YbrT0HRGtbbZhPexlDnz8HDunPH2,masculino,active,3/4/2021,processingSubscription,41,19,SP,weekly,9/24/2020,,customPackage
YbsMFAsmFkTzOatbiZfBev5Fxc73,masculino,active,2/15/2021,paused,18,11,SP,monthly,1/27/2021,,customPackage
YcttX7geKedIADRhyTaU6A6ftfU2,feminino,paused,12/14/2020,active,49,61,DF,weekly,12/7/2020,,customPackage
YdPvAhGXC3PmoClujh1bgQgr6If2,feminino,active,2/16/2021,processingSubscription,27,13,SP,monthly,11/16/2020,11/19/2020,customPackage
Ye5JatHH0ffi6NJoW45lXmzIock2,feminino,active,2/10/2021,processingSubscription,60,19,SP,monthly,12/10/2020,,customPackage
YeSRn8kPF0RSPr4Yi5yMnsgZGOi2,masculino,paused,2/26/2021,paymentFailedSubscription,27,31,MG,weekly,2/2/2021,,customPackage
YgrwZb1IpHh07rJykhzME5MxBgI2,masculino,active,3/4/2021,processingSubscription,24,17,SP,weekly,9/3/2020,,customPackage
Yh0I4ZsUCkVVTnAEmFU5zqgXtpH3,masculino,paused,2/19/2021,paymentFailedSubscription,19,62,GO,monthly,11/10/2020,,customPackage
Yh4leY1F5CO0gpWgg0bdKOUnKap2,masculino,active,3/8/2021,processingSubscription,24,11,SP,weekly,6/1/2020,6/25/2020,customPackage
YhflRVJ0oBVMeCWn2JJrytbI4al2,masculino,active,2/27/2021,activationComplete,32,11,SP,monthly,2/27/2021,3/3/2021,madePackage-1
YhyUhn1R2IOeJGliASQHKqtD1Gz1,masculino,active,3/4/2021,activationComplete,19,11,SP,monthly,3/4/2021,,customPackage
Yi91LWnV48eNlb79aupAtuQaPys1,feminino,active,3/3/2021,processingSubscription,67,16,SP,weekly,9/16/2020,9/21/2020,customPackage
YjRsU3ncHAOLWyZL7tccJhLtzbC2,masculino,canceled,12/29/2020,cancelRequested,41,11,SP,weekly,9/2/2020,,customPackage
YjlSMNpKOdUbFSuMvXKo00UznYj1,masculino,active,2/24/2021,activationComplete,21,44,PR,monthly,2/24/2021,2/27/2021,madePackage-0
YkFinP8QJoSrBO1uis05xrH50oH2,masculino,paused,3/3/2021,active,20,11,SP,weekly,7/10/2020,,customPackage
YkWkKbyo1cXZVksR1QZpsiBiSGq1,masculino,canceled,12/31/2020,cancelRequested,49,13,SP,weekly,8/7/2020,,customPackage
Ymc7fetrIkbHcrCBScmTgHMQbug1,masculino,canceled,2/12/2021,cancelRequested,29,11,SP,monthly,11/9/2020,11/12/2020,customPackage
Yn8Q5iYsPtScXYr43Ma9lmrBR9h1,feminino,active,2/15/2021,processingSubscription,18,19,SP,monthly,12/15/2020,,customPackage
YnkqcS6KFhgO1lo7KpmhTaO5NPK2,masculino,active,2/10/2021,activationComplete,52,33,MG,monthly,2/10/2021,2/13/2021,customPackage
Yq4X8uq0xEe9Bhgh3BCAYMeJblM2,masculino,active,2/19/2021,activation,34,21,RJ,monthly,2/19/2021,2/24/2021,madePackage-0
YqqDEaNaWNOZLXcB6DGrFjiXaJQ2,feminino,active,3/3/2021,processingSubscription,31,11,SP,weekly,9/19/2020,,customPackage
Yqu0uUZl3jb15QHYXv7CO44hKN13,masculino,active,3/2/2021,processingSubscription,22,11,SP,weekly,3/16/2020,,customPackage
YrDAh35LF0Y2yGfEfF41hgngxTN2,masculino,canceled,3/3/2021,cancelRequested,41,19,SP,monthly,10/22/2020,,customPackage
YrjvBQUkSFX061hzMzrjLRar0fn1,masculino,active,2/20/2021,activationComplete,32,22,RJ,monthly,2/20/2021,,customPackage
YsPPRMPeFqOLnevbQWiU429jxdu2,feminino,canceled,12/18/2020,cancelRequested,33,17,SP,weekly,7/29/2020,,customPackage
Yt6kmzuvGvZJsM3bHBXlVFr1cdX2,masculino,active,2/9/2021,processingSubscription,19,11,SP,monthly,11/9/2020,12/30/2020,customPackage
YtF4iRMcisPFCLWA8RmDDgYxZe92,feminino,active,3/8/2021,processingSubscription,46,16,SP,weekly,10/26/2020,10/30/2020,customPackage
YtFUQrplXcfyCv8EgNdP3h3s0Wv1,masculino,active,2/19/2021,processingSubscription,86,11,SP,monthly,11/4/2020,11/7/2020,customPackage
Ytdy5VIZ0BawRNut1DGti2m5uqV2,masculino,active,2/22/2021,activationComplete,19,11,SP,monthly,2/22/2021,,madePackage-0
Ytli0iJNeTXGBr5wnnfatNkxWJt1,masculino,canceled,12/18/2020,cancelRequested,26,11,SP,weekly,7/31/2020,8/5/2020,customPackage
Ytm3lVmHI7esAS2qZZM2JZrMX8M2,masculino,active,3/5/2021,processingSubscription,24,19,SP,weekly,9/18/2020,,customPackage
YtnQthczeMN6GVyuxqxgEyX92Bu1,feminino,active,3/2/2021,processingSubscription,50,11,SP,monthly,3/27/2020,12/23/2020,customPackage
Ytr7c3qdl1T6U4gz5QfMEWgHu2t2,masculino,paused,2/23/2021,paymentFailedSubscription,22,33,MG,monthly,1/20/2021,,madePackage-3
YvWrVYpFHwgLLE6SzzgqM8S8s7m2,masculino,active,3/7/2021,processingSubscription,19,19,SP,monthly,9/23/2020,9/28/2020,customPackage
Yw5YXFFnwEZAifJhIIQQ9fOjoTh1,masculino,paused,1/14/2021,paymentFailedSubscription,34,11,SP,weekly,8/31/2020,9/3/2020,customPackage
Ywke2lUJCgeKiwYHLAgiPwnCvOl2,masculino,canceled,1/24/2021,cancelRequested,19,11,SP,weekly,10/4/2020,,customPackage
YxSJgtc5VfSGENrWhEMscVLCpBw2,prefiro não dizer,active,3/5/2021,paused,32,11,SP,monthly,9/25/2020,10/1/2020,madePackage-0
YyOTZMubtkXxmQPaDK361DfOtyz2,masculino,active,2/18/2021,processingSubscription,17,11,SP,monthly,4/30/2020,,customPackage
Z1BCHS8N1tOp5x0JlI9HE8Mg8t33,masculino,active,2/12/2021,activationComplete,38,12,SP,monthly,2/12/2021,2/19/2021,madePackage-1
Z1IN9qZdjuegaMmqwATn8rB1Zje2,masculino,paused,1/1/2021,paymentFailedSubscription,34,11,SP,weekly,12/8/2020,,customPackage
Z2Im0GLhDoPaxiWSdJFv4ruxvZk2,masculino,active,2/22/2021,paused,22,11,SP,monthly,11/15/2020,12/10/2020,customPackage
Z2hRB8F4UdTP7wXvUjyWLME43SD2,masculino,active,3/8/2021,processingSubscription,23,11,SP,weekly,5/23/2020,,customPackage
Z2lJDaRKatNNPCFLyIcj5wjsjoc2,masculino,active,2/12/2021,processingSubscription,66,13,SP,monthly,8/27/2020,,customPackage
Z824AcYemCaO5tEKqXmLqAT813q1,masculino,active,3/2/2021,processingSubscription,25,19,SP,weekly,7/21/2020,,customPackage
Z8TZtg8xtkeKjbgrlhZZorHzuRr1,masculino,active,2/28/2021,processingSubscription,30,17,SP,monthly,12/31/2020,1/6/2021,customPackage
ZBNBR9QdPpackh3pZl401PHk1yK2,masculino,active,2/14/2021,processingSubscription,23,61,DF,monthly,12/14/2020,,customPackage
ZBoO8Ss0NGP5au6rISsO3IClbvH3,masculino,active,3/2/2021,processingSubscription,32,19,SP,monthly,10/23/2020,11/4/2020,customPackage
ZE9zNh1gOoaXEzLbnvoLTa8iQzk2,feminino,active,3/7/2021,processingSubscription,23,11,SP,weekly,8/28/2020,9/2/2020,customPackage
ZEJ71A49paXhrOzmAOOZX56L23H3,feminino,canceled,3/4/2021,cancelRequested,24,11,SP,weekly,10/27/2020,,customPackage
ZERfVTWAjGaugwFz6A6BhzeZCII2,masculino,canceled,12/18/2020,cancelRequested,22,17,SP,weekly,9/10/2020,,customPackage
ZF2UfwzuuAfQiw4gEI1Ra6n6Onl1,masculino,active,3/2/2021,processingSubscription,48,11,SP,weekly,2/23/2021,2/26/2021,customPackage
ZG5Zw0SL8COv2BllGGYoqLHVw5g2,masculino,active,2/10/2021,processingSubscription,32,11,SP,monthly,12/10/2020,,customPackage
ZG6W0dwEedUWTCO6qdrRgEKN0i53,masculino,active,2/11/2021,paused,23,62,GO,monthly,11/10/2020,,madePackage-1
ZGJyWv9XhxZpu5uSa8XTsm6f4a13,feminino,active,2/18/2021,activationComplete,24,11,SP,monthly,2/18/2021,2/23/2021,customPackage
ZHLKVLyiLhZR7QwQxorPHO9N83p2,masculino,active,3/2/2021,processingSubscription,29,19,SP,weekly,8/25/2020,,customPackage
ZHLdF7FO8SZ53sYBzNsC5jGnp8c2,feminino,active,2/23/2021,processingSubscription,34,16,SP,monthly,11/23/2020,1/14/2021,customPackage
ZIIkk0m5Nfd1vg22ueZeeMoDHxX2,feminino,active,3/2/2021,processingSubscription,20,11,SP,weekly,3/26/2020,,customPackage
ZJE23hQ7GadVHGCmK4oAxLpYbL82,masculino,active,3/7/2021,processingSubscription,26,11,SP,weekly,10/29/2020,,customPackage
ZJYeZLRe1fhMxOP6hxXDk28yEMt1,feminino,active,2/28/2021,processingSubscription,28,16,SP,monthly,7/24/2020,,customPackage
ZKgc6DBCvnPYcgVA7j0fhZq8Rmx2,masculino,paused,1/19/2021,paymentFailedSubscription,18,11,SP,weekly,12/26/2020,,customPackage
ZKvtNUXD4rPONI9FU8A050XC7Ch1,masculino,active,2/25/2021,activationComplete,26,61,DF,monthly,2/25/2021,,customPackage
ZLEtNJd3c0cSJodmz3Be5vvCPyn1,masculino,active,2/25/2021,processingSubscription,30,11,SP,monthly,11/20/2020,,customPackage
ZMUZqt4fKvh51Zlrn2odVbGsv9m2,masculino,canceled,1/5/2021,cancelRequested,30,11,SP,weekly,9/16/2020,,customPackage
ZMVrhiDFRVQvbnyidgHdOPJsFR53,feminino,active,3/5/2021,processingSubscription,22,11,SP,weekly,12/11/2020,12/16/2020,customPackage
ZNJClnVwBeOhm2f6DWeTluBDvFD2,masculino,paused,1/25/2021,paymentFailedSubscription,29,18,SP,monthly,12/22/2020,12/29/2020,customPackage
ZNcOQsDUEOhbfHRG5VMPpkLw6MG2,masculino,active,2/18/2021,activationComplete,25,21,RJ,monthly,2/18/2021,,madePackage-1
ZOKuvkB9NJhtvtjY3psWdCKbchp1,masculino,paused,2/21/2021,active,29,61,GO,monthly,12/21/2020,,customPackage
ZPBpe2fD0IbZsNz8fRa5TmvB6ny1,masculino,active,2/21/2021,activationComplete,35,41,PR,monthly,2/21/2021,,madePackage-0
ZQMfcqPehVQfD3jodUJM6P1zi312,masculino,active,3/7/2021,processingSubscription,23,11,SP,monthly,1/7/2021,1/12/2021,customPackage
ZQisULnSmcP9aqg5g88rnPEP8Dp1,masculino,active,2/28/2021,processingSubscription,24,17,SP,monthly,1/31/2021,,customPackage
ZSNub2hB4eZ31cqHRq9hmtRv1kG3,masculino,active,2/28/2021,processingSubscription,32,11,SP,monthly,1/29/2021,,customPackage
ZSonpNt7kKMgVLMVZfJ31k5Fwn63,masculino,active,3/7/2021,processingSubscription,30,62,GO,monthly,11/30/2020,,customPackage
ZTMNsvPO1LOCaw4SvqFNmwHtioe2,feminino,paused,3/4/2021,paymentFailedSubscription,60,62,GO,weekly,11/25/2020,,customPackage
ZTOcXFdSDvMLi8LlFYcrpIYUi4s1,masculino,active,3/4/2021,processingSubscription,26,11,SP,weekly,5/28/2020,,customPackage
ZTtOqnCPzeXSle2SFMrFxHe3Mtx1,masculino,canceled,12/18/2020,cancelRequested,19,11,SP,weekly,8/31/2020,,customPackage
ZVIT7edUCcfpDO4OkGVcxnKeL1v1,feminino,active,2/28/2021,processingSubscription,27,15,SP,monthly,1/28/2021,,customPackage
ZWe3pjVQa2PS0cRbAyVLYBKLpFL2,masculino,cancelRequested,3/6/2021,paused,19,17,SP,monthly,11/6/2020,,customPackage
ZWhiynJWnIVQAH4ROACcCJIDEFn1,masculino,canceled,12/18/2020,cancelRequested,20,11,SP,weekly,8/21/2020,,customPackage
ZWr8nQWvZfX84o99048HVH9ZemZ2,feminino,canceled,12/18/2020,cancelRequested,22,18,SP,weekly,8/4/2020,8/7/2020,customPackage
ZXrM8hESpmWh9qJ8T9JB2lswalG2,masculino,active,3/7/2021,processingSubscription,42,11,SP,monthly,9/9/2020,9/15/2020,madePackage-0
ZZUFSN6R3OdBWJQRl5UTsQHgqgj1,masculino,active,3/3/2021,processingSubscription,24,14,SP,weekly,7/28/2020,,customPackage
Zb0deUGfEzPuyHbOMhOoR6lemT52,masculino,active,2/27/2021,activationComplete,36,35,MG,monthly,2/27/2021,3/3/2021,madePackage-1
Zb34cqsj0hMr0VFwgzXmXlY6Qr03,masculino,canceled,2/16/2021,cancelRequested,25,14,SP,weekly,10/25/2020,,customPackage
ZbAgTldVNIbjQE74zgodUWmvZHq1,masculino,canceled,2/3/2021,cancelRequested,25,14,SP,weekly,11/28/2020,,customPackage
ZbdCo6fl0IR96uHGYICavmukiB33,feminino,active,2/19/2021,processingSubscription,38,18,SP,monthly,11/19/2020,2/12/2021,customPackage
ZblY3ZuDI2RxWzGmiAgHKdIkxjf1,não binário,canceled,2/17/2021,cancelRequested,29,11,SP,weekly,10/28/2020,,customPackage
ZcEQGUkXTgZ57iaYoxtHu0I0Wpz2,masculino,active,3/2/2021,processingSubscription,23,11,SP,weekly,6/9/2020,,customPackage
ZdIGa9pe3ibHZB6mrtYs4eUktkg2,masculino,active,3/7/2021,processingSubscription,21,12,SP,weekly,8/8/2020,,customPackage
ZdKgePFhdeP5MLcyHLf401EKilq1,masculino,canceled,2/19/2021,cancelRequested,28,14,SP,weekly,7/31/2020,,customPackage
Ze8KIkePPUMdzTIfN6Ck0Au60692,masculino,active,2/19/2021,processingSubscription,29,16,SP,monthly,11/19/2020,11/24/2020,customPackage
ZegjvzoFcmRtR70xHBtyWTup4k43,masculino,paused,2/24/2021,paymentFailedSubscription,29,62,GO,monthly,12/8/2020,12/11/2020,customPackage
ZelsNFPiR4h0LIVOJmlHCZfLdaY2,masculino,active,2/26/2021,processingSubscription,36,31,MG,monthly,1/26/2021,,madePackage-1
ZesTzsooXafvIueBeVEF68HCl4b2,masculino,canceled,2/19/2021,cancelRequested,18,13,SP,monthly,12/10/2020,,customPackage
ZeyCwCnJ2HTtkqHWSMZyKs2mcI92,masculino,active,2/9/2021,activationComplete,23,64,GO,monthly,2/9/2021,,madePackage-1
ZfEgJbJUQtfbIJVhjZek4xYpY5p2,feminino,active,2/9/2021,processingSubscription,30,11,SP,monthly,1/9/2021,,customPackage
ZjaJW4UdyibhWm2FPBr7knbFBz82,masculino,active,3/3/2021,activationComplete,80,21,RJ,monthly,3/3/2021,,madePackage-1
ZjeeuYLbrHb3Nyt7GZDLLeOECCc2,masculino,active,2/16/2021,processingSubscription,22,16,SP,monthly,11/16/2020,,customPackage
ZjqE05hO57NqTE4l7qoME6uciBh1,masculino,canceled,2/19/2021,cancelRequested,26,11,SP,weekly,10/9/2020,,customPackage
ZjvYWZ7CJFY2TrNKRyP7lBSwdvt1,masculino,active,3/8/2021,processingSubscription,27,19,SP,weekly,7/29/2020,,customPackage
