uid,gender,status,statusUpdatedAt,statusPrevious,age,areaCode,state,recurrence,activation date,end portability date,current package
0h2fgisFL6Zwz1QAjvUL9K7aROp1,masculino,active,2/28/2021,processingSubscription,26,31,MG,monthly,1/29/2021,,customPackage
0hFnjbv3bsQncwYRPuQXpMSvyuB2,masculino,active,3/8/2021,processingSubscription,20,12,SP,monthly,12/8/2020,12/11/2020,customPackage
0hLfTtU6ssXsRiHhX46C1lWoZqU2,feminino,active,2/12/2021,processingSubscription,55,11,SP,monthly,10/13/2020,10/18/2020,customPackage
0iF5UUymQfZQTdRKEVoVguhlKN52,masculino,canceled,12/18/2020,cancelRequested,20,11,SP,weekly,8/7/2020,,customPackage
0j5KHdgm2CO1sG77Yq6vKB6vSe63,feminino,active,2/26/2021,processingSubscription,21,19,SP,monthly,11/26/2020,12/1/2020,customPackage
0jOuUSjjPHWJMwWYbQgEA3xfubl1,masculino,paused,1/4/2021,active,35,11,SP,weekly,10/26/2020,,customPackage
0jPucn5s5nWaxM0GbKNw5v1hyVC2,feminino,active,2/18/2021,processingSubscription,21,13,SP,monthly,10/14/2020,,customPackage
0jj2Cj0shnXwYCz2t2jINuwNWwv2,masculino,canceled,3/7/2021,cancelRequested,26,11,SP,weekly,11/13/2020,11/18/2020,customPackage
0mJfOzyjCkPUhrlvgjnSorFgcEU2,masculino,paused,1/19/2021,paymentFailedSubscription,26,11,SP,monthly,12/17/2020,,customPackage
0md4vCj1dLboOWARpfPjBVHnfFP2,masculino,active,2/21/2021,processingSubscription,25,11,SP,monthly,8/6/2020,,customPackage
0nNFHxBkvwN9jmYYqDMla9XqbLR2,feminino,active,3/5/2021,processingSubscription,30,16,SP,monthly,9/11/2020,9/17/2020,customPackage
0nsDBFiIM7ZTdKSC38kSr2bFQgI2,masculino,active,3/6/2021,paused,32,11,SP,monthly,1/26/2021,1/29/2021,madePackage-0
0oCpFPAu0Kgm8PkDbvQwTueoqeh2,masculino,canceled,3/7/2021,cancelRequested,32,31,MG,monthly,1/27/2021,,customPackage
0oLWZjIM0TXXcaiTUJoqVNn3D833,masculino,active,2/21/2021,processingSubscription,34,19,SP,monthly,11/20/2020,11/25/2020,customPackage
0qCIU09pbdVs4J1RTkPcAWCUKVB2,masculino,canceled,12/18/2020,cancelRequested,24,16,SP,weekly,8/3/2020,,customPackage
0qw43Qp2NPY8RBSIhJTjDz6d3fs1,masculino,paused,3/6/2021,paymentFailedSubscription,51,11,SP,weekly,12/10/2020,,customPackage
0rDZcRXopAY5iIrA19dUOmvJgva2,masculino,paused,3/2/2021,paymentFailedSubscription,25,62,GO,monthly,1/30/2021,,customPackage
0rFFNYmg5QTQYABod5fRWxBkDnA3,masculino,paymentFailedSubscription,3/8/2021,active,25,11,SP,monthly,12/8/2020,,customPackage
0skTJ2uXGyMRodt0HP9Bo4JO8C33,masculino,paused,1/13/2021,paymentFailedSubscription,27,11,SP,weekly,1/3/2021,,customPackage
0trWD063tzd40qC9s8bXC97Qm4k2,masculino,active,2/28/2021,processingSubscription,7,19,SP,monthly,12/30/2020,,customPackage
0ttmezl3FaYw5YjPxIPBTCEfgaJ3,masculino,active,2/12/2021,processingSubscription,22,61,DF,monthly,12/9/2020,,customPackage
0uFjkGOOcMdpazTJE7sDVbdfZ312,feminino,active,3/6/2021,processingSubscription,25,16,SP,monthly,2/6/2021,2/11/2021,customPackage
0ugyg9YUm8MB7IDTza6dEpROLdO2,masculino,canceled,12/31/2020,cancelRequested,23,11,SP,weekly,8/16/2020,8/19/2020,customPackage
0ydLoOENhrMZgMwjxQjhEOlAbz52,masculino,active,2/25/2021,processingSubscription,26,11,SP,monthly,8/3/2020,,customPackage
0z0aWpR4akZOwWjMOGiR55y10Qm2,feminino,active,2/19/2021,activationComplete,51,19,SP,monthly,2/19/2021,2/24/2021,customPackage
0zKveRwAY5NckD0Lw2AryDKsa392,masculino,active,3/1/2021,activationComplete,24,35,MG,monthly,3/1/2021,3/4/2021,madePackage-1
10Qc9HBq0zaAmCur6GRQAcDgYpj2,masculino,canceled,12/18/2020,cancelRequested,23,11,SP,weekly,8/16/2020,,customPackage
11IyAjbC5mcNVXHjerhH0OwfgKk1,masculino,active,2/24/2021,activationComplete,18,41,PR,monthly,2/24/2021,2/27/2021,customPackage
130F9fDTL3S7jzr2dStX96xMF6g1,masculino,active,3/4/2021,processingSubscription,29,11,SP,weekly,8/21/2020,8/26/2020,customPackage
13rzedfU0HchwBpYkLSwFvPg3Iv1,masculino,active,2/13/2021,activationComplete,49,35,MG,monthly,2/11/2021,2/18/2021,madePackage-1
14GiRKUhOkYvYOrHyAj6CciNYEn2,masculino,active,2/26/2021,activationComplete,26,11,SP,monthly,2/26/2021,3/3/2021,madePackage-1
15ESu7JHSFZKXYxOKHGDmN2s4b93,masculino,paused,2/5/2021,paymentFailedSubscription,29,11,SP,monthly,1/2/2021,,customPackage
15iO95w3uSfeq15scJDZoCpy4rm2,prefiro não dizer,active,3/4/2021,processingSubscription,23,11,SP,weekly,6/9/2020,1/20/2021,customPackage
15z5JUMjacOiWey9mV1NNWvVb6b2,masculino,canceled,1/23/2021,cancelRequested,33,15,SP,monthly,10/21/2020,,customPackage
16lvqMFTaVWDR6VW4PsjBgmHYP83,masculino,active,2/26/2021,processingSubscription,29,11,SP,monthly,7/23/2020,7/29/2020,customPackage
17SI4Qzr90hSyFLj2xU5ZKv3wK82,feminino,active,2/15/2021,processingSubscription,38,13,SP,monthly,10/8/2020,,customPackage
17djlhfuVZhp2YV3bJCTD6fPwaQ2,feminino,paused,1/3/2021,paused,21,11,SP,weekly,12/10/2020,,customPackage
17thBTaN8fWNAbIRAeyKn6b76072,masculino,active,2/11/2021,processingSubscription,26,62,GO,monthly,11/12/2020,,customPackage
18PQ8u8bU6TJ8hWZ1sC7lkP25hi2,feminino,active,3/3/2021,processingSubscription,20,11,SP,weekly,12/2/2020,,customPackage
18Y2bnPeDZab78l9uKPrId66pL13,feminino,active,2/15/2021,processingSubscription,26,11,SP,monthly,11/24/2020,11/27/2020,customPackage
18ZbBg65ADcVkSdILhHTYJ3pjuw2,masculino,active,2/9/2021,processingSubscription,19,12,SP,monthly,8/3/2020,8/6/2020,customPackage
1ApAKzgIcReKsCVTh6VliMRYrU22,masculino,active,2/19/2021,processingSubscription,19,11,SP,monthly,1/11/2021,,customPackage
1BeDt90VjigF5p3n2CQEiMO87yg2,masculino,active,3/2/2021,processingSubscription,22,11,SP,monthly,4/16/2020,10/23/2020,customPackage
1BfJOasNFPYiWfVn7ZkjzK1ugS83,masculino,active,3/8/2021,processingSubscription,24,11,SP,monthly,11/8/2020,,customPackage
1D9nLlclN3eEoE8trJhQe8UBkTL2,masculino,active,3/4/2021,processingSubscription,26,62,GO,monthly,12/4/2020,12/9/2020,customPackage
1DlnVG9nzIQnn1RdyWUl9JrOJQ22,feminino,canceled,2/12/2021,cancelRequested,23,11,SP,weekly,10/23/2020,,customPackage
1EP5xWsHY9dfj6IlUt0JWxDbDVb2,masculino,active,2/26/2021,processingSubscription,32,19,SP,monthly,10/26/2020,,customPackage
1Ep3ZFKj6ea79jh9trJJ955Mr8D2,feminino,active,2/19/2021,processingSubscription,22,11,SP,monthly,1/19/2021,1/22/2021,customPackage
1FkBc4huPlhGaWJrEUaDp3exTir1,masculino,active,3/7/2021,processingSubscription,24,19,SP,monthly,10/16/2020,10/21/2020,customPackage
1G5gTY30eQhkfgxXqRfOJPTqV8l2,masculino,active,2/22/2021,paused,22,14,SP,monthly,10/5/2020,,customPackage
1GOSWWi3SgOSi2EKC4s8SNOXWeB2,feminino,canceled,1/3/2021,cancelRequested,50,16,SP,weekly,8/17/2020,,customPackage
1H7HdGV6gdUQe4FNC3gJE2uEwCl1,masculino,active,2/21/2021,processingSubscription,26,16,SP,monthly,1/21/2021,2/20/2021,customPackage
1I1KJh396TefbwC12hADg3yZwPp2,masculino,active,2/22/2021,processingSubscription,30,11,SP,monthly,8/2/2020,8/5/2020,madePackage-0
1IIUbrjLmifpDPS5fozntCexxs03,masculino,active,3/4/2021,processingSubscription,23,11,SP,weekly,7/30/2020,,customPackage
1IfvnhJqPTM098R2JOXkwjLC9n43,feminino,paused,2/15/2021,paymentFailedSubscription,36,11,SP,weekly,10/2/2020,10/9/2020,customPackage
1Is92Z8mzvPEVhu7agaGBDAF2Ar2,masculino,paused,2/19/2021,paymentFailedSubscription,18,19,SP,monthly,11/16/2020,,customPackage
1KAEz6Rs6hbl8KcY835au1bPnAW2,feminino,active,3/3/2021,processingSubscription,20,16,SP,weekly,10/7/2020,,customPackage
1Kib9159CKYZnaArNoWonzckQRW2,masculino,paused,12/8/2020,active,30,11,SP,weekly,11/25/2020,,customPackage
1KnwL3K6aocyuIboPpvADT0Gkop1,masculino,cancelRequested,3/6/2021,paused,22,11,SP,monthly,11/4/2020,11/7/2020,customPackage
1MEHpzYz9kcuhLoZz1nveOBVipq1,masculino,paused,2/18/2021,paymentFailedSubscription,35,11,SP,monthly,10/27/2020,,customPackage
1MnoxH40GGSfVzwp8ar12a7OJxm1,feminino,active,3/5/2021,processingSubscription,27,12,SP,weekly,9/25/2020,10/1/2020,customPackage
1OsL1aRlDSZN0nlz1terprEOFQU2,masculino,active,3/6/2021,processingSubscription,32,19,SP,weekly,9/12/2020,9/17/2020,customPackage
1QYcesFuncbhbxNV9C1tGmw82YB2,masculino,canceled,12/29/2020,cancelRequested,21,16,SP,monthly,11/15/2020,11/18/2020,customPackage
1QuEthAMNcZwUmYsIqGmI4n0gLf1,masculino,paused,12/24/2020,canceled,44,12,SP,monthly,10/24/2020,,customPackage
1RNNhctHPWVhBrnztpxNxnP5uEX2,masculino,active,3/4/2021,processingSubscription,19,16,SP,weekly,11/12/2020,,customPackage
1RW4vnGYJVbFoOCyDIxHJXKJj3i2,masculino,paused,1/22/2021,paused,35,62,GO,weekly,12/17/2020,,customPackage
1RXgLNDZjMcuhq7lSKrk5u6hxlI3,feminino,active,2/19/2021,processingSubscription,22,14,SP,monthly,1/11/2021,1/14/2021,customPackage
1SxoeC1lLnTvz71m9ktQyQxTCCJ2,feminino,active,3/6/2021,activation,26,16,SP,monthly,3/6/2021,,customPackage
1TUuV41ZZoZFfRstWfvPnemEKo22,masculino,paymentFailedSubscription,3/8/2021,active,24,11,SP,monthly,2/8/2021,,customPackage
1Uq6BBx29GODkjaBxkcZNJEWh872,masculino,active,2/27/2021,processingSubscription,26,11,SP,monthly,11/17/2020,,customPackage
1UszC0AqIDQkJk4EtoIbp3KYzZc2,masculino,active,2/15/2021,processingSubscription,21,62,GO,monthly,12/9/2020,,madePackage-0
1UxKMSKZe2ObXyJH9GUfLQMAJIA3,feminino,canceled,12/18/2020,cancelRequested,32,11,SP,weekly,7/9/2020,,customPackage
1V6DxiqKaSVmXMuP7jN82ZSD66w1,masculino,active,2/22/2021,processingSubscription,19,14,SP,monthly,9/3/2020,,customPackage
1VuLBOzxsRaBlC07SR9hfGBJcwU2,feminino,paused,2/11/2021,paymentFailedSubscription,31,62,GO,monthly,1/8/2021,,customPackage
1WUIkj3CHFTgeAv2LxJ0iJtxRMV2,masculino,paused,12/9/2020,paymentFailedSubscription,35,19,SP,weekly,11/30/2020,,customPackage
1XfnRPfnQUYWOff3DAWTzvH7LtV2,masculino,active,2/28/2021,processingSubscription,25,15,SP,monthly,10/17/2020,10/21/2020,customPackage
1aqSib1SNPWzQ9PU22EsQZrJSmL2,feminino,active,2/24/2021,processingSubscription,28,11,SP,monthly,3/9/2020,,customPackage
1bKJpWAukjgM2R7IfbGG29ckUDI3,masculino,active,3/3/2021,activationComplete,31,11,SP,monthly,3/3/2021,3/6/2021,madePackage-1
1bXA6jCfQGRpmbyY0dWYlwHSelD2,feminino,canceled,12/18/2020,cancelRequested,26,11,SP,weekly,4/17/2020,,customPackage
1bj4q683SpQUw6UTbDw5f8dAmLp2,feminino,active,3/2/2021,processingSubscription,35,11,SP,weekly,9/8/2020,,customPackage
1c8vCm4UtqWXgWgGUYZR0AbmszV2,masculino,active,2/17/2021,processingSubscription,29,17,SP,monthly,11/17/2020,,customPackage
1cXobIvb8Te9L2pZEzCxJdjpFkj2,masculino,cancelRequested,2/26/2021,paused,35,11,SP,weekly,9/1/2020,,customPackage
1cfV6ABmThckzTuQ8MofEXOFN262,masculino,active,3/5/2021,processingSubscription,32,16,SP,monthly,12/5/2020,12/9/2020,customPackage
1d9mwRz5ceO2YkC3MfGxQaLwF3a2,masculino,active,3/4/2021,activationComplete,19,11,SP,monthly,3/2/2021,,customPackage
1dp2JUDbXtXqLlWw3PWRb8YbCes1,masculino,paused,3/5/2021,paymentFailedSubscription,22,11,SP,weekly,4/30/2020,,customPackage
1fzsMdKaGSU7CskLUmmz9jkZTmL2,feminino,active,2/23/2021,processingSubscription,26,11,SP,monthly,8/28/2020,9/2/2020,customPackage
1hJqVpWFGMOmanNLLtHoKqL46BE2,masculino,canceled,12/29/2020,cancelRequested,33,12,SP,weekly,9/2/2020,,customPackage
1hlB1GJXgdYIwrRt9or0i4070X82,feminino,paused,2/27/2021,paymentFailedSubscription,41,11,SP,weekly,1/17/2021,,customPackage
1hrn9EHPUfVqcLplofKvvWRNlCE2,masculino,active,3/5/2021,processingSubscription,33,11,SP,monthly,11/5/2020,11/10/2020,customPackage
1iXVE5WilmamQOli3Xp7YF4iEwF3,feminino,active,3/3/2021,processingSubscription,23,11,SP,monthly,11/25/2020,,madePackage-0
1ihfPljZXDQWSR7JNP43DUbjbWk1,masculino,active,3/2/2021,cancelRequested,27,11,SP,monthly,9/14/2020,,customPackage
1jY2IOSOcNWVRY1J2W94C5IESrN2,masculino,canceled,12/18/2020,cancelRequested,25,11,SP,weekly,8/3/2020,,customPackage
1kuIuiqYy4W5mmsjZ2hh6gwumbf2,feminino,active,3/7/2021,processingSubscription,43,16,SP,monthly,10/16/2020,10/21/2020,customPackage
1lgY1z5bBcdQyscj0JlQEgF6JOD3,masculino,paused,2/24/2021,paymentFailedSubscription,30,11,SP,weekly,1/31/2021,2/3/2021,customPackage
1lgrXLAnW6c0BcML5LZWirbZpjW2,masculino,canceled,3/4/2021,cancelRequested,24,19,SP,weekly,7/29/2020,,customPackage
1lymzLX95igPhoCFg7PpU3Qqkus2,masculino,active,3/2/2021,activationComplete,31,44,PR,monthly,3/2/2021,3/6/2021,madePackage-0
1mG4bbGFgWcX85DqJY1NWAJRAGQ2,masculino,canceled,2/19/2021,cancelRequested,27,11,SP,weekly,10/21/2020,12/9/2020,customPackage
1mdMoaMTiqSnre6eeXo5pbv1Tpo2,masculino,active,3/2/2021,processingSubscription,31,11,SP,monthly,12/1/2020,12/4/2020,customPackage
1mrXs2Bf8Uhzm7Z1wMhuuEZ07L53,masculino,canceled,1/9/2021,cancelRequested,32,13,SP,weekly,8/3/2020,8/6/2020,customPackage
1mwaDcLlSCTP3ig5xBlVXzCIeWu1,masculino,paused,1/17/2021,paymentFailedSubscription,34,64,GO,monthly,12/14/2020,,customPackage
1n0S4hGFMyXWkbD5p3WXylkcMz12,masculino,canceled,12/31/2020,cancelRequested,30,11,SP,monthly,11/18/2020,,customPackage
1nNc5m3Om1Z5VAnX7dI8UUxlbQz2,feminino,active,3/7/2021,processingSubscription,31,16,SP,weekly,10/11/2020,,customPackage
1nyZB48ZZOgzXB2Anx78simX12R2,feminino,active,3/3/2021,processingSubscription,22,16,SP,weekly,10/31/2020,11/5/2020,customPackage
1oCv1BIln8XWbTejqOJVbubDigs1,masculino,paused,12/18/2020,paymentFailedSubscription,31,12,SP,weekly,12/8/2020,,customPackage
1qt2N60P9LZoSvQx1PPfaom4x5m1,feminino,active,2/19/2021,processingSubscription,18,18,SP,monthly,11/19/2020,11/24/2020,customPackage
1r35wLlTf1dYiDK9Upd0J2HcD5K2,feminino,paymentFailedSubscription,3/8/2021,active,27,17,SP,monthly,9/14/2020,,customPackage
1s8KJWBXBqTUGrsYp2U7b3Styfm2,masculino,active,2/16/2021,processingSubscription,46,19,SP,monthly,12/10/2020,12/15/2020,customPackage
1ssKXo4vWBVZJWBY8u1GyaPjpfB2,masculino,canceled,12/18/2020,cancelRequested,25,12,SP,weekly,7/30/2020,,customPackage
1tllI9aAjWSUnlwX5KGg972zIMV2,masculino,active,3/8/2021,processingSubscription,79,16,SP,weekly,10/5/2020,10/16/2020,customPackage
1tyfjRombhNQECOpKp2bWkv4nb33,masculino,active,2/28/2021,processingSubscription,20,11,SP,monthly,10/29/2020,,customPackage
1u4LHIZIHvSeCUMAoB8eFZ719GD2,masculino,active,2/11/2021,processingSubscription,26,61,DF,monthly,12/11/2020,12/16/2020,customPackage
1u6PgnzZ9vU0vZD8COlkrkUdRPs2,feminino,cancelRequested,2/25/2021,paused,46,62,GO,weekly,11/18/2020,,customPackage
1uOL14UfbIUORk3N9X7zdXafOVl1,masculino,active,3/4/2021,processingSubscription,22,13,SP,monthly,7/31/2020,8/5/2020,customPackage
1vIgnafu8fddxLjFfD7mHZivGiq1,masculino,active,2/24/2021,processingSubscription,30,11,SP,monthly,7/30/2020,8/4/2020,madePackage-1
1vRPSDggqDb0X0PiWOPxFLLHMLv2,feminino,active,3/6/2021,processingSubscription,56,11,SP,monthly,2/10/2021,2/13/2021,madePackage-1
1vz2IvCaxEgUsj4R7t4mikkA8dP2,feminino,paused,2/12/2021,paymentFailedSubscription,36,16,SP,weekly,11/10/2020,12/21/2020,customPackage
1y7yPoMgt4RihoRpqymYBM64WzB3,feminino,active,3/5/2021,processingSubscription,22,11,SP,weekly,9/3/2020,,customPackage
1yPKQYO2OYU5aiEJtOpgscgq7pW2,masculino,paused,12/11/2020,active,28,19,SP,weekly,12/4/2020,12/9/2020,customPackage
208fyeMtncWR7j1urg7J8dalQdX2,masculino,canceled,12/31/2020,cancelRequested,24,11,SP,weekly,9/10/2020,,customPackage
20QRHVSOxYa9b23MiEV0EvF707E3,masculino,canceled,2/9/2021,cancelRequested,28,11,SP,weekly,8/29/2020,,customPackage
20UcprgrCihqe9TtLQkRjvvDnuv1,feminino,active,3/3/2021,processingSubscription,36,15,SP,weekly,10/29/2020,11/4/2020,customPackage
21eTTU9i94UqThuXy6EY8PhuSKi1,masculino,active,2/25/2021,activationComplete,20,21,RJ,monthly,2/25/2021,,madePackage-1
23vaGc5LwlRCdVkDsb5PvApeD5i2,masculino,active,3/2/2021,processingSubscription,33,62,GO,weekly,11/26/2020,,customPackage
250EVReRctecekrynsjGkkli2JS2,feminino,active,2/26/2021,processingSubscription,23,11,SP,monthly,8/10/2020,,customPackage
25vj1fXhUIYH219hm7sjsmTecqe2,masculino,canceled,12/18/2020,cancelRequested,25,11,SP,weekly,7/23/2020,7/27/2020,customPackage
27MS5O8hxaYDDDvxfrPV476m5AD3,masculino,paused,3/2/2021,paymentFailedSubscription,21,11,SP,monthly,10/27/2020,10/30/2020,customPackage
27bIHTRsr7eLVmKcLIeK7cOERFD3,masculino,canceled,12/31/2020,cancelRequested,22,17,SP,weekly,8/25/2020,,customPackage
27gNTl8FmPP08Yej9lwiaCS8u132,masculino,canceled,1/22/2021,cancelRequested,21,19,SP,weekly,10/13/2020,,customPackage
28EXwlg4q9aTiu2VqqrEl0OgCiL2,masculino,active,2/28/2021,processingSubscription,25,16,SP,monthly,12/28/2020,12/31/2020,customPackage
28emNvKDByOfYi5ZX49Ctsrzpnk1,feminino,active,2/28/2021,processingSubscription,62,14,SP,monthly,9/23/2020,9/28/2020,customPackage
28sMX1NTwfO4N8h0H25NZ6i6Q683,masculino,active,3/5/2021,processingSubscription,25,11,SP,weekly,7/31/2020,8/5/2020,customPackage
296srO2e5BWLpbxLxR9SogFT6Uy2,masculino,active,3/5/2021,activationComplete,48,35,MG,monthly,3/5/2021,,customPackage
29Ejy4ECzDRI3NnJI7wlBpMDpqS2,masculino,cancelRequested,3/5/2021,active,23,15,SP,monthly,8/24/2020,8/27/2020,customPackage
29nDmipZGRd65qtvm0n6Hx56HGs1,masculino,active,3/4/2021,processingSubscription,22,11,SP,weekly,7/2/2020,7/9/2020,customPackage
2Aoc88sH1OeIi9z3u5XuixtW77E2,masculino,active,2/11/2021,activationComplete,31,11,SP,monthly,2/11/2021,,madePackage-3
2BRmHI513zbjZSvsiyJH4b7cgvt1,masculino,active,2/19/2021,paused,30,13,SP,monthly,11/3/2020,1/14/2021,customPackage
2BTVJI5WPQOo9ePnQY62HyrgMmJ3,masculino,active,3/8/2021,processingSubscription,23,12,SP,weekly,8/31/2020,9/3/2020,customPackage
2C0uL3gAARMSRUDirrTXRIMS2CN2,masculino,paused,2/19/2021,paymentFailedSubscription,26,11,SP,weekly,10/6/2020,10/16/2020,customPackage
2CuPpHFfJcffsGiX9NCI4xxH88b2,masculino,canceled,12/18/2020,cancelRequested,30,19,SP,weekly,9/22/2020,,customPackage
2DCG57VWSsQLsVjf2yXrFi9WPim2,feminino,paused,12/22/2020,canceled,31,11,SP,monthly,11/22/2020,,customPackage
2DKHMZobD5boykcsv1nNBfSaWh63,masculino,active,2/9/2021,paused,64,16,SP,monthly,9/29/2020,10/5/2020,customPackage
2DYF9ynG5HfBDcBvAIpL4SZSnT52,masculino,active,2/5/2021,paused,35,14,SP,monthly,11/24/2020,,customPackage
2EkZkYceSgUStiNQzAtpHq3GLqD3,masculino,canceled,12/19/2020,cancelRequested,25,11,SP,monthly,11/3/2020,,customPackage
2FsQrbMTNMOcUfyZneTFbEggbW32,feminino,active,2/11/2021,processingSubscription,29,12,SP,monthly,12/11/2020,12/16/2020,customPackage
2GjZic6yRhZQ9Sboqjwkrlzo5eG2,feminino,active,2/9/2021,activationComplete,30,11,SP,monthly,2/9/2021,,customPackage
2I1DVNPz43eVodlfOlpfJZu8WP12,masculino,paused,1/23/2021,paymentFailedSubscription,26,15,SP,monthly,12/21/2020,,customPackage
2I4jW9RFluRLs1QvGLckW2nHVXk2,masculino,paused,3/4/2021,paymentFailedSubscription,42,62,GO,weekly,11/25/2020,,customPackage
2IraZI5hD0ZEg1AwOyKDWg8F9jI2,masculino,paused,2/2/2021,paymentFailedSubscription,30,11,SP,weekly,1/9/2021,,customPackage
2JRM1HTcwrdG8WSI8WeqDS0NMmg2,masculino,active,2/11/2021,activationComplete,28,11,SP,monthly,2/11/2021,,customPackage
2K764jrrURenSfyYqQHCN5ve9bq1,masculino,active,3/2/2021,paused,26,17,SP,monthly,11/20/2020,,customPackage
2LQDrid9lMaMzqS8KZeNuOGU1hJ2,masculino,active,3/8/2021,processingSubscription,30,62,GO,monthly,12/8/2020,,customPackage
2LXrA8bUyzguGGugfqu8NbghPv72,masculino,active,3/8/2021,processingSubscription,26,11,SP,monthly,8/20/2020,,customPackage
2MFawFdhDAOx2qlwJjsUqVfP4sK2,masculino,canceled,12/31/2020,cancelRequested,53,11,SP,weekly,9/3/2020,,customPackage
2MlScF64H9OXmMzmRyrXaYoCufH2,masculino,active,3/7/2021,processingSubscription,30,19,SP,weekly,9/26/2020,,customPackage
2MwfbNAS0NaqhzCsiWSpbnMA4982,masculino,paused,1/4/2021,paymentFailedSubscription,34,14,SP,weekly,12/25/2020,1/6/2021,customPackage
2N492dfvvMgeJ7HVhRpCuS6QYpC2,feminino,active,3/8/2021,processingSubscription,66,16,SP,monthly,10/11/2020,,customPackage
2N4jeCPAAqhArdA0KsatxIZdLQO2,masculino,active,2/16/2021,processingSubscription,22,14,SP,monthly,10/13/2020,,madePackage-0
2NLy97lTDEWRmlPStgV5SwzavDV2,masculino,canceled,12/18/2020,cancelRequested,22,11,SP,weekly,5/13/2020,,customPackage
2O4dt0XMTYSPOz1ZUcerY9ase9G2,masculino,active,2/23/2021,paused,34,11,SP,monthly,10/11/2020,10/18/2020,customPackage
2OQ5JP0mDKQOSMERI0ZkwPIFX672,masculino,active,2/27/2021,processingSubscription,19,11,SP,monthly,11/13/2020,,customPackage
2OowvpcUHaMDl7mZHUBocKWWT2F3,masculino,active,3/5/2021,activationComplete,22,11,SP,monthly,3/5/2021,,madePackage-0
2OpPBjlL33VrLG3ealcyveNwolq2,feminino,active,2/28/2021,processingSubscription,41,15,SP,monthly,1/30/2021,,customPackage
2Sgw2HOf7CaJzSbX9eafg2RjmjA2,feminino,paused,12/18/2020,active,28,11,SP,monthly,11/18/2020,,customPackage
2StRdPxoeRVMLfGk9YLh86zdbnx2,masculino,active,3/7/2021,processingSubscription,30,11,SP,monthly,11/6/2020,11/18/2020,customPackage
2T60YJC7AkehNalU6scoHuqBM192,masculino,canceled,1/10/2021,cancelRequested,20,14,SP,weekly,9/12/2020,9/18/2020,customPackage
2T8h6wy9hMZZCMVyhY97pSYFKjx1,masculino,paused,1/18/2021,paymentFailedSubscription,20,19,SP,monthly,12/15/2020,,customPackage
2TMS8dT93aQqEXKCQH2Cmm1Ps8p2,feminino,canceled,1/26/2021,cancelRequested,20,11,SP,weekly,10/5/2020,,customPackage
2TcVocPYF4S2qP657jwRTcvwUXn2,masculino,active,2/15/2021,processingSubscription,24,61,DF,monthly,12/15/2020,,customPackage
2U6tRdi0LzTCgSdID6DFOVj7Mfc2,masculino,active,2/9/2021,processingSubscription,29,12,SP,monthly,11/9/2020,11/12/2020,customPackage
2WQdkJ2jGJWGX0FNfyXLV3FHwkt1,masculino,active,2/14/2021,processingSubscription,35,11,SP,monthly,9/15/2020,9/18/2020,customPackage
2YFBz23SCZclyVkgtrfj23SE5Ir1,masculino,canceled,12/18/2020,cancelRequested,36,19,SP,weekly,7/17/2020,,customPackage
2YOSGkzWBkOelOEHjptg0oz3fX42,feminino,active,2/26/2021,activationComplete,21,62,GO,monthly,2/26/2021,,madePackage-1
2ZXrnEk2MVfogr7UF9ZHzkhohAm1,feminino,active,3/5/2021,processingSubscription,23,16,SP,monthly,8/17/2020,8/20/2020,customPackage
2ZihmTvwp2T66JGhex62iqYBogE2,feminino,active,3/2/2021,processingSubscription,20,14,SP,weekly,10/27/2020,10/30/2020,customPackage
2b3D8N75dehRcVVOeqwsdI6XTyU2,masculino,active,2/26/2021,paused,64,19,SP,monthly,1/13/2021,,customPackage
2bJMNqJJLRNtzTxmYZPBK6gh0Ns1,masculino,active,2/17/2021,processingSubscription,19,16,SP,monthly,12/17/2020,12/24/2020,customPackage
2dTwsuGpSwfjmMWazE2I1InlFqD2,masculino,active,2/18/2021,activationComplete,31,16,SP,monthly,2/18/2021,,madePackage-0
2dnBxCnEloWWYbySV2t3vaD6Os33,feminino,active,3/7/2021,processingSubscription,42,62,GO,monthly,12/7/2020,12/10/2020,customPackage
2e3JkEvPZ5ZJaPDzIYQ4TMst8Gg2,masculino,active,3/5/2021,processingSubscription,25,11,SP,weekly,8/21/2020,8/26/2020,customPackage
2ejSZokfbyZqRNTZ4QyPtNlACON2,masculino,canceled,2/20/2021,cancelRequested,22,64,GO,weekly,10/29/2020,,customPackage
2h9SKjym7sQL0cOcAEuFw5Wvzgk2,feminino,active,2/27/2021,paused,50,11,SP,monthly,2/6/2021,2/11/2021,customPackage
2hDBhB1QsDSkkR7fonolunZta2e2,masculino,active,3/5/2021,processingSubscription,24,11,SP,weekly,10/2/2020,,customPackage
2hXno0DZu3YDNU5FkSpMvplkVrE2,feminino,active,3/5/2021,processingSubscription,31,11,SP,monthly,2/5/2021,2/10/2021,customPackage
2j6Ubf7B1uh6ihccmZ1rd3E9DVz1,masculino,active,2/26/2021,processingSubscription,20,11,SP,monthly,8/5/2020,,customPackage
2llBKnOCmrNT4fUNyhdGuPnGc7J3,masculino,active,2/28/2021,processingSubscription,28,19,SP,monthly,10/16/2020,,customPackage
2mTAP5m69qQKvzhyvFT8uSSEAc42,masculino,cancelRequested,3/5/2021,paused,24,18,SP,weekly,11/19/2020,,customPackage
2mzXBDB9LhQeBIUS4UhTWAxUWJC2,masculino,canceled,12/18/2020,cancelRequested,24,14,SP,weekly,8/7/2020,,customPackage
